,id,popularity,title,vote_average,vote_count,year,month,day,director_name,gender,revenue_Mdollars,budget_Mdollars
788,45155,29,Analyze This,6.4,503,1999,Mar,Friday,Harold Ramis,Male,176.89,80.0
789,45157,30,27 Dresses,6.1,978,2008,Jan,Thursday,Anne Fletcher,Female,160.26,30.0
790,45158,13,Hannah Montana: The Movie,6.0,449,2009,Apr,Friday,Peter Chelsom,Male,155.55,35.0
791,45161,26,Legends of the Fall,7.2,619,1994,Dec,Friday,Edward Zwick,Male,160.64,30.0
792,45162,33,Up in the Air,6.7,1205,2009,Sep,Saturday,Jason Reitman,Male,163.67,25.0
793,45163,19,About Schmidt,6.7,362,2002,Dec,Friday,Alexander Payne,,105.83,30.0
794,45166,9,Down to Earth,4.9,95,2001,Feb,Friday,Chris Weitz,,0.0,0.0
795,45169,50,Forgetting Sarah Marshall,6.4,1172,2008,Apr,Thursday,Nicholas Stoller,Male,105.17,30.0
796,45170,24,Four Brothers,6.7,607,2005,Aug,Thursday,John Singleton,Male,92.37,45.0
797,45173,33,Bride Wars,5.9,856,2009,Jan,Friday,Gary Winick,Male,114.66,30.0
798,45175,41,13 Going on 30,6.3,1204,2004,Apr,Tuesday,Gary Winick,Male,96.46,37.0
799,45176,43,Midnight in Paris,7.4,1990,2011,May,Wednesday,Woody Allen,Male,151.12,30.0
800,45182,28,The Naked Gun 33⅓: The Final Insult,6.3,521,1994,Mar,Friday,Peter Segal,Male,51.13,30.0
801,45183,27,A View to a Kill,6.0,506,1985,May,Friday,John Glen,Male,152.43,30.0
802,45185,29,P.S. I Love You,6.9,977,2007,Nov,Thursday,Richard LaGravenese,Male,156.84,30.0
803,45187,33,Atonement,7.4,1049,2007,Aug,Wednesday,Joe Wright,Male,129.27,30.0
804,45188,16,Letters to Juliet,6.6,796,2010,May,Friday,Gary Winick,Male,0.0,30.0
805,45189,11,Black Rain,6.2,243,1989,Sep,Friday,Ridley Scott,Male,45.89,30.0
806,45190,14,The Three Stooges,4.9,140,2012,Apr,Friday,Bobby Farrelly,Male,54.82,30.0
807,45191,43,Corpse Bride,7.2,1894,2005,Sep,Friday,Tim Burton,Male,117.2,40.0
808,45194,65,Southpaw,7.3,2067,2015,Jun,Monday,Antoine Fuqua,Male,91.71,30.0
809,45195,45,Drag Me to Hell,6.2,966,2009,Mar,Sunday,Sam Raimi,Male,90.81,30.0
810,45198,25,Step Up 3D,6.6,582,2010,Aug,Wednesday,Jon M. Chu,Male,159.29,30.0
811,45200,32,Stranger Than Fiction,7.1,721,2006,Sep,Saturday,Marc Forster,Male,53.65,30.0
812,45203,10,Meet the Spartans,3.7,359,2008,Jan,Thursday,Jason Friedberg,Male,84.65,30.0
813,45206,12,Little Shop of Horrors,6.6,384,1986,Dec,Friday,Frank Oz,Male,38.75,25.0
814,45207,31,Hanna,6.5,1263,2011,Apr,Thursday,Joe Wright,Male,63.78,30.0
815,45215,48,Side Effects,6.4,1323,2013,Feb,Thursday,Steven Soderbergh,Male,63.37,30.0
816,45223,20,My Super Ex-Girlfriend,4.8,442,2006,Jun,Tuesday,Ivan Reitman,Male,60.9,0.0
817,45227,27,The Five-Year Engagement,5.7,457,2012,Apr,Friday,Nicholas Stoller,Male,53.91,30.0
818,45232,9,The Replacement Killers,6.0,127,1998,Feb,Friday,Antoine Fuqua,Male,19.2,30.0
819,45235,20,Love & Other Drugs,6.6,1233,2010,Nov,Monday,Edward Zwick,Male,102.82,30.0
820,45241,10,Pride and Glory,6.3,240,2008,Sep,Tuesday,Gavin O'Connor,Male,31.15,30.0
821,45243,4,Alex & Emma,5.0,68,2003,Jun,Monday,Rob Reiner,Male,15.37,30.0
822,45248,3,In Dreams,5.4,44,1999,Jan,Friday,Neil Jordan,,0.0,0.0
823,45254,6,An Unfinished Life,6.7,161,2005,Sep,Friday,Lasse Hallström,Male,18.62,30.0
824,45255,37,The Imaginarium of Doctor Parnassus,6.3,869,2009,Oct,Thursday,Terry Gilliam,Male,64.35,30.0
825,45259,16,Glory,7.4,383,1989,Dec,Friday,Edward Zwick,Male,26.83,18.0
826,45263,2,The Good Thief,6.0,31,2003,Apr,Thursday,Neil Jordan,,0.0,0.0
827,45271,48,Wild Card,5.4,656,2015,Jan,Wednesday,Simon West,Male,0.0,30.0
828,45272,13,Machine Gun Preacher,6.4,286,2011,Sep,Friday,Marc Forster,Male,2.53,30.0
829,45281,35,Walk the Line,7.3,718,2005,Sep,Tuesday,James Mangold,Male,186.44,28.0
830,45284,16,Frost/Nixon,7.2,328,2008,Oct,Wednesday,Ron Howard,Male,0.0,0.0
831,45285,18,Confessions of a Dangerous Mind,6.6,275,2002,Dec,Monday,George Clooney,Male,33.01,30.0
832,45289,4,Mumford,6.3,26,1999,Sep,Friday,Lawrence Kasdan,Male,0.0,0.0
833,45293,61,Straight Outta Compton,7.7,1355,2015,Aug,Thursday,F. Gary Gray,Male,201.63,28.0
834,45294,66,Indiana Jones and the Temple of Doom,7.1,2781,1984,May,Wednesday,Steven Spielberg,Male,333.0,28.0
835,45296,21,Along Came a Spider,6.1,400,2001,Apr,Friday,Lee Tamahori,Male,105.18,60.0
836,45297,19,Florence Foster Jenkins,6.6,392,2016,May,Friday,Stephen Frears,,48.9,29.0
837,45298,27,Once Upon a Time in Mexico,6.2,594,2003,Sep,Thursday,Robert Rodriguez,,98.19,29.0
838,45299,66,Die Hard,7.5,3948,1988,Jul,Friday,John McTiernan,,140.77,28.0
839,45301,57,The Big Short,7.3,2607,2015,Dec,Friday,Adam McKay,Male,133.35,28.0
840,45302,11,Taking Woodstock,6.2,127,2009,Sep,Thursday,Ang Lee,Male,0.0,0.0
841,45303,7,Miracle,7.0,159,2004,Feb,Friday,Gavin O'Connor,Male,64.45,28.0
842,45304,44,Dawn of the Dead,6.8,1016,2004,Mar,Friday,Zack Snyder,Male,102.36,28.0
843,45305,14,The Wedding Planner,5.5,427,2001,Jan,Friday,Adam Shankman,Male,94.73,35.0
844,45307,24,The Royal Tenenbaums,7.4,1286,2001,Oct,Friday,Wes Anderson,Male,71.44,21.0
845,45308,45,Identity,7.1,1061,2003,Apr,Friday,James Mangold,Male,90.26,30.0
846,45309,28,Last Vegas,6.4,799,2013,Oct,Thursday,Jon Turteltaub,Male,134.4,28.0
847,45310,26,For Your Eyes Only,6.3,490,1981,Jun,Tuesday,John Glen,Male,195.31,28.0
848,45311,14,Serendipity,6.6,521,2001,Oct,Friday,Peter Chelsom,Male,77.52,28.0
849,45312,13,Timecop,5.5,282,1994,Sep,Thursday,Peter Hyams,Male,101.65,27.0
850,45313,38,Zoolander,6.1,1337,2001,Sep,Friday,Ben Stiller,Male,60.78,28.0
851,45314,37,Safe Haven,6.9,823,2013,Feb,Thursday,Lasse Hallström,Male,97.59,28.0
852,45315,18,Hocus Pocus,6.4,471,1993,Jul,Friday,Kenny Ortega,Male,39.51,28.0
853,45316,15,No Reservations,6.1,327,2007,Jul,Wednesday,Scott Hicks,Male,92.6,28.0
854,45320,22,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,2014,Oct,Wednesday,Miguel Arteta,Male,100.65,28.0
855,45321,36,Pride & Prejudice,7.7,1358,2005,Sep,Friday,Joe Wright,Male,121.15,28.0
856,45322,94,Blade Runner,7.9,3509,1982,Jun,Friday,Ridley Scott,Male,33.14,28.0
857,45324,41,3 Days to Kill,6.0,883,2014,Feb,Friday,McG,Male,52.6,28.0
858,45328,22,Just My Luck,5.8,491,2006,May,Friday,Donald Petrie,Male,38.16,28.0
859,45329,4,"Mystery, Alaska",6.0,69,1999,Oct,Friday,Jay Roach,Male,8.89,28.0
860,45330,14,The Spy Next Door,5.5,345,2010,Jan,Friday,Brian Levant,Male,45.24,28.0
861,45332,13,Ghosts of Mars,4.8,296,2001,Aug,Friday,John Carpenter,Male,14.01,28.0
862,45333,12,Our Brand Is Crisis,5.8,195,2015,Sep,Friday,David Gordon Green,Male,7.0,28.0
863,45335,7,Kundun,6.8,91,1997,Dec,Thursday,Martin Scorsese,Male,5.68,28.0
864,45340,25,Octopussy,6.2,527,1983,Jun,Sunday,John Glen,Male,187.5,27.5
865,45341,22,Knocked Up,6.2,1214,2007,Jun,Friday,Judd Apatow,Male,219.08,30.0
866,45343,6,Welcome Home Roscoe Jenkins,5.7,57,2008,Feb,Friday,Malcolm D. Lee,Male,43.65,35.0
867,45349,18,Kiss the Girls,6.2,345,1997,Oct,Friday,Gary Fleder,Male,60.53,27.0
868,45350,44,The Blues Brothers,7.5,1065,1980,Jun,Tuesday,John Landis,Male,115.23,27.0
869,45353,28,About a Boy,6.6,607,2002,Apr,Friday,Chris Weitz,,129.0,27.0
870,45354,11,Lake Placid,5.5,247,1999,Jul,Thursday,Steve Miner,Male,56.87,27.0
871,45357,16,Anonymous,6.3,288,2011,Oct,Friday,Roland Emmerich,Male,15.4,30.0
872,45358,47,The NeverEnding Story,7.0,1002,1984,Apr,Thursday,Wolfgang Petersen,Male,20.16,27.0
873,45359,39,Dark City,7.2,828,1998,Feb,Friday,Alex Proyas,Male,27.2,27.0
874,45362,3,The Newton Boys,5.9,44,1998,Mar,Thursday,Richard Linklater,Male,76.0,27.0
875,45366,14,Spy Kids: All the Time in the World,4.4,222,2011,Aug,Thursday,Robert Rodriguez,,85.56,27.0
876,45369,5,Flawless,5.9,56,1999,Nov,Friday,Joel Schumacher,Male,4.49,0.0
877,45370,17,Mindhunters,6.3,333,2004,May,Friday,Renny Harlin,Male,21.15,27.0
878,45371,8,What Just Happened,5.2,127,2008,Oct,Friday,Barry Levinson,Male,6.67,25.0
879,45373,0,The Magic Flute,6.9,6,2006,Sep,Thursday,Kenneth Branagh,Male,0.0,0.0
880,45375,24,Freaky Friday,6.0,879,2003,Aug,Sunday,Mark Waters,Male,110.23,26.0
881,45376,38,The 40 Year Old Virgin,6.2,1983,2005,Aug,Thursday,Judd Apatow,Male,109.45,26.0
882,45377,31,Shakespeare in Love,6.8,796,1998,Dec,Friday,John Madden,,289.32,25.0
883,45379,5,Kindergarten Cop,5.8,628,1990,Dec,Friday,Ivan Reitman,Male,201.96,15.0
884,45380,41,Pineapple Express,6.6,1148,2008,Aug,Wednesday,David Gordon Green,Male,101.62,27.0
885,45381,21,Ever After: A Cinderella Story,6.8,399,1998,Jul,Friday,Andy Tennant,Male,65.71,26.0
886,45383,24,Flatliners,6.3,404,1990,Aug,Thursday,Joel Schumacher,Male,61.49,26.0
887,45385,8,Red Eye,6.2,455,2005,Aug,Thursday,Wes Craven,Male,57.89,26.0
888,45386,37,Final Destination 2,5.9,1023,2003,Jan,Friday,David R. Ellis,Male,90.43,26.0
889,45387,39,"O Brother, Where Art Thou?",7.3,1112,2000,Aug,Wednesday,Joel Coen,,71.87,26.0
890,45389,31,Pain & Gain,6.1,1573,2013,Apr,Thursday,Michael Bay,Male,86.18,25.0
891,45390,15,In Good Company,5.9,194,2004,Dec,Wednesday,Paul Weitz,Male,0.0,0.0
892,45392,10,Silverado,7.1,146,1985,Jul,Wednesday,Lawrence Kasdan,Male,0.0,26.0
893,45395,21,New Year's Eve,5.7,718,2011,Dec,Thursday,Garry Marshall,Male,142.04,56.0
894,45398,3,Welcome to Mooseport,4.8,54,2004,Feb,Tuesday,Donald Petrie,Male,14.0,30.0
895,45402,9,The Curse of the Jade Scorpion,6.5,165,2001,Aug,Sunday,Woody Allen,Male,0.0,0.0
896,45403,5,Accidental Love,3.9,95,2015,Feb,Tuesday,David O. Russell,Male,0.0,26.0
897,45408,30,Mrs. Doubtfire,7.0,1591,1993,Nov,Wednesday,Chris Columbus,Male,441.29,25.0
898,45409,49,Rain Man,7.6,1709,1988,Dec,Sunday,Barry Levinson,Male,412.8,25.0
899,45410,50,Gran Torino,7.8,3086,2008,Dec,Tuesday,Clint Eastwood,Male,269.96,33.0
900,45411,10,W.,6.1,143,2008,Oct,Friday,Oliver Stone,Male,29.51,25.1
901,45415,104,Schindler's List,8.3,4329,1993,Nov,Monday,Steven Spielberg,Male,321.37,22.0
902,45417,20,The Fifth Estate,5.7,364,2013,Oct,Friday,Bill Condon,Male,8.56,28.0
903,45418,22,Scooby-Doo 2: Monsters Unleashed,5.4,500,2004,Mar,Wednesday,Raja Gosnell,Male,181.47,0.0
904,45421,7,The Face of an Angel,4.7,64,2014,Sep,Saturday,Michael Winterbottom,Male,0.0,0.0
905,45425,38,The Untouchables,7.6,1384,1987,Jun,Tuesday,Brian De Palma,Male,76.27,25.0
906,45426,53,No Country for Old Men,7.7,3003,2007,Nov,Thursday,Joel Coen,,171.6,25.0
907,45427,28,Ride Along,6.1,853,2014,Jan,Tuesday,Tim Story,Male,154.0,25.0
908,45429,28,Chocolat,6.8,951,2000,Dec,Thursday,Lasse Hallström,Male,152.5,25.0
909,45431,14,Parental Guidance,5.7,210,2012,Dec,Tuesday,Andy Fickman,Male,119.77,25.0
910,45432,38,No Strings Attached,6.1,1331,2011,Jan,Friday,Ivan Reitman,Male,147.78,25.0
911,45434,19,Romeo Must Die,6.0,330,2000,Mar,Monday,Andrzej Bartkowiak,Male,91.04,25.0
912,45435,25,The Omen,7.2,476,1976,Jun,Sunday,Richard Donner,Male,60.92,2.8
913,45437,26,The Lucky One,6.8,946,2012,Apr,Thursday,Scott Hicks,Male,99.36,25.0
914,45439,34,Finding Neverland,7.2,1223,2004,Oct,Sunday,Marc Forster,Male,116.77,25.0
915,45440,5,A Madea Christmas,7.0,35,2013,Dec,Friday,Tyler Perry,Male,0.0,0.0
916,45443,29,Anchorman: The Legend of Ron Burgundy,6.7,1493,2004,Jul,Friday,Adam McKay,Male,90.57,26.0
917,45444,63,GoodFellas,8.2,3128,1990,Sep,Wednesday,Martin Scorsese,Male,46.84,25.0
918,45446,24,Nanny McPhee,6.4,711,2005,Oct,Friday,Kirk Jones,,122.49,25.0
919,45447,70,Scarface,8.0,2948,1983,Dec,Thursday,Brian De Palma,Male,65.88,25.0
920,45451,7,Money Talks,5.9,87,1997,Aug,Friday,Brett Ratner,Male,0.0,0.0
921,45452,37,There Will Be Blood,7.9,1537,2007,Dec,Friday,Paul Thomas Anderson,Male,77.21,25.0
922,45455,6,Undercover Brother,5.5,112,2002,May,Friday,Malcolm D. Lee,Male,41.6,25.0
923,45461,53,The Giver,6.4,1798,2014,Aug,Monday,Phillip Noyce,Male,66.98,25.0
924,45465,12,Cradle 2 the Grave,5.8,236,2003,Feb,Friday,Andrzej Bartkowiak,Male,56.49,25.0
925,45466,20,The Hours,7.0,451,2002,Dec,Friday,Stephen Daldry,Male,41.6,25.0
926,45467,10,She's the Man,6.4,671,2006,Mar,Friday,Andy Fickman,Male,33.89,20.0
927,45476,19,The Sitter,5.4,325,2011,Dec,Friday,David Gordon Green,Male,34.94,25.0
928,45480,17,Kingpin,6.7,244,1996,Jul,Thursday,Bobby Farrelly,Male,25.02,27.0
929,45486,10,He Got Game,6.7,134,1998,May,Friday,Spike Lee,Male,21.57,25.0
930,45488,19,Dear John,6.6,1262,2010,Feb,Thursday,Lasse Hallström,Male,114.98,25.0
931,45492,15,Punch-Drunk Love,6.9,530,2002,Oct,Friday,Paul Thomas Anderson,Male,17.0,25.0
932,45502,7,My Soul to Take,5.2,147,2010,Oct,Friday,Wes Craven,Male,19.83,25.0
933,45506,32,Legend,6.7,973,2015,Sep,Wednesday,Brian Helgeland,Male,42.97,25.0
934,45508,8,Shark Night,4.9,132,2011,Sep,Friday,David R. Ellis,Male,10.13,28.0
935,45510,14,Draft Day,6.5,304,2014,Apr,Friday,Ivan Reitman,Male,28.83,25.0
936,45512,9,The Conspirator,6.2,137,2010,Sep,Friday,Robert Redford,Male,15.48,25.0
937,45513,8,Lords of Dogtown,7.0,210,2005,Jun,Friday,Catherine Hardwicke,Female,13.41,25.0
938,45515,29,Big Trouble in Little China,7.1,705,1986,May,Friday,John Carpenter,Male,11.0,25.0
939,45517,51,Warrior,7.7,1272,2011,Sep,Friday,Gavin O'Connor,Male,23.06,25.0
940,45518,8,Michael Collins,6.7,97,1996,Oct,Friday,Neil Jordan,,16.9,28.0
941,45525,7,Straw Dogs,5.5,144,2011,Sep,Friday,Rod Lurie,Male,10.32,25.0
942,45526,5,The Hoax,6.4,60,2006,Oct,Saturday,Lasse Hallström,Male,11.77,25.0
943,45532,8,The World's Fastest Indian,7.3,166,2005,Oct,Wednesday,Roger Donaldson,Male,0.0,25.0
944,45536,7,BloodRayne,3.5,118,2005,Oct,Saturday,Uwe Boll,Male,2.41,25.0
945,45537,20,Carnage,7.0,738,2011,Sep,Friday,Roman Polanski,Male,27.6,25.0
946,45538,4,Where the Truth Lies,5.9,66,2005,Oct,Friday,Atom Egoyan,Male,0.0,25.0
947,45539,5,Cirque du Soleil: Worlds Away,6.1,58,2012,Nov,Friday,Andrew Adamson,Male,34.15,0.0
948,45541,3,Me and Orson Welles,6.6,49,2009,Nov,Wednesday,Richard Linklater,Male,2.34,25.0
949,45546,5,Love Ranch,6.0,21,2010,Jun,Wednesday,Taylor Hackford,,0.0,0.0
950,45549,35,The Counselor,5.0,712,2013,Oct,Friday,Ridley Scott,Male,71.01,25.0
951,45554,14,Dangerous Liaisons,7.0,257,1988,Dec,Friday,Stephen Frears,,34.67,14.0
952,45558,35,Scream 2,6.1,840,1997,Dec,Tuesday,Wes Craven,Male,172.36,24.0
953,45559,15,Jane Got a Gun,5.4,285,2016,Jan,Friday,Gavin O'Connor,Male,1.4,25.0
954,45560,15,Think Like a Man Too,6.4,225,2014,Jun,Friday,Tim Story,Male,70.18,24.0
955,45563,24,Old School,6.6,541,2003,Feb,Friday,Todd Phillips,Male,87.06,24.0
956,45564,16,The Fisher King,7.2,341,1991,Sep,Monday,Terry Gilliam,Male,41.9,24.0
957,45567,27,Zack and Miri Make a Porno,6.1,721,2008,Sep,Thursday,Kevin Smith,Male,42.11,24.0
958,45571,10,"Girl, Interrupted",7.6,721,1999,Dec,Tuesday,James Mangold,Male,0.0,40.0
959,45572,7,Win a Date with Tad Hamilton!,5.5,160,2004,Jan,Friday,Robert Luketic,Male,16.98,17.0
960,45573,6,Muppets from Space,5.8,92,1999,Jul,Wednesday,Tim Hill,Male,16.29,24.0
961,45574,2,The Wiz,5.9,58,1978,Oct,Tuesday,Sidney Lumet,,21.05,24.0
962,45575,3,Ready to Rumble,4.7,49,2000,Apr,Friday,Brian Robbins,Male,12.37,24.0
963,45586,23,The Waterboy,5.9,512,1998,Nov,Friday,Frank Coraci,Male,185.99,23.0
964,45588,33,Bad Boys,6.5,1699,1995,Apr,Friday,Michael Bay,Male,141.41,19.0
965,45589,27,The Naked Gun 2½: The Smell of Fear,6.6,546,1991,Jun,Friday,David Zucker,Male,86.93,23.0
966,45591,20,The Ides of March,6.5,910,2011,Sep,Saturday,George Clooney,Male,75.99,12.5
967,45597,8,Anywhere But Here,5.9,66,1999,Nov,Friday,Wayne Wang,,18.65,23.0
968,45599,26,Haywire,5.6,505,2011,Nov,Sunday,Steven Soderbergh,Male,33.37,23.0
969,45603,6,The End of the Affair,6.6,55,1999,Dec,Friday,Neil Jordan,,10.83,23.0
970,45608,5,Cheri,5.9,56,2009,Feb,Tuesday,Stephen Frears,,9.37,23.0
971,45609,6,Vanity Fair,5.5,73,2004,Sep,Wednesday,Mira Nair,Female,16.12,23.0
972,45615,57,There's Something About Mary,6.5,1590,1998,Jul,Wednesday,Bobby Farrelly,Male,369.88,23.0
973,45618,20,The Game Plan,6.0,428,2007,Sep,Friday,Andy Fickman,Male,147.88,22.0
974,45619,17,The Bridges of Madison County,7.3,385,1995,May,Sunday,Clint Eastwood,Male,182.02,24.0
975,45622,27,The Hundred-Foot Journey,7.3,508,2014,Aug,Wednesday,Lasse Hallström,Male,88.88,22.0
976,45628,17,The Informant!,6.0,301,2009,Sep,Friday,Steven Soderbergh,Male,35.42,22.0
977,45633,12,Saving Silverman,5.4,154,2001,Feb,Friday,Dennis Dugan,Male,19.35,22.0
978,45635,3,Summer of Sam,6.3,112,1999,Jul,Friday,Spike Lee,Male,0.0,0.0
979,45636,21,Jay and Silent Bob Strike Back,6.4,480,2001,Aug,Wednesday,Kevin Smith,Male,33.79,22.0
980,45638,39,"Hail, Caesar!",5.7,1309,2016,Feb,Friday,Joel Coen,,63.65,22.0
981,45640,35,Homefront,6.4,875,2013,Nov,Wednesday,Gary Fleder,Male,43.06,22.0
982,45642,14,I Heart Huckabees,6.2,239,2004,Sep,Friday,David O. Russell,Male,0.0,22.0
983,45649,13,Black Book,7.2,277,2006,Sep,Friday,Paul Verhoeven,Male,26.19,21.0
984,45659,2,My Fellow Americans,6.3,46,1996,Dec,Friday,Peter Segal,Male,0.0,0.0
985,45662,15,To Rome with Love,5.6,546,2012,Apr,Friday,Woody Allen,Male,73.24,17.0
986,45663,8,Firefox,5.5,139,1982,Jun,Sunday,Clint Eastwood,Male,70.69,18.0
987,45665,20,Death at a Funeral,6.9,497,2007,Feb,Friday,Frank Oz,Male,0.0,9.0
988,45667,5,Hardball,6.3,123,2001,Sep,Friday,Brian Robbins,Male,40.22,32.0
989,45668,63,Silver Linings Playbook,6.9,4742,2012,Sep,Saturday,David O. Russell,Male,205.74,21.0
990,45669,17,Freedom Writers,7.5,356,2007,Jan,Friday,Richard LaGravenese,Male,41.17,21.0
991,45670,1,For Colored Girls,7.0,22,2010,Nov,Friday,Tyler Perry,Male,37.0,0.0
992,45671,34,The Transporter,6.6,1692,2002,Oct,Wednesday,Louis Leterrier,Male,43.93,21.0
993,45674,10,Away We Go,6.7,189,2009,Jun,Friday,Sam Mendes,Male,14.9,17.0
994,45681,21,eXistenZ,6.7,475,1999,Apr,Wednesday,David Cronenberg,Male,2.86,15.0
995,45682,68,Raiders of the Lost Ark,7.7,3854,1981,Jun,Friday,Steven Spielberg,Male,389.93,18.0
996,45683,81,Home Alone 2: Lost in New York,6.3,2395,1992,Nov,Thursday,Chris Columbus,Male,358.99,18.0
997,45684,52,Close Encounters of the Third Kind,7.2,1098,1977,Nov,Wednesday,Steven Spielberg,Male,303.79,20.0
998,45686,25,Beverly Hills Cop II,6.1,613,1987,May,Monday,Tony Scott,Male,299.97,20.0
999,45687,8,Bringing Down the House,5.4,183,2003,Mar,Friday,Adam Shankman,Male,132.68,20.0
1000,45688,18,The Silence of the Lambs,8.1,4443,1991,Feb,Friday,Jonathan Demme,Male,272.74,19.0
1001,45692,12,Beverly Hills Chihuahua,4.9,209,2008,Oct,Friday,Raja Gosnell,Male,149.28,20.0
1002,45693,49,The Conjuring,7.4,3092,2013,Jul,Thursday,James Wan,Male,318.0,13.0
1003,45694,13,Are We There Yet?,5.2,221,2005,Jan,Thursday,Brian Levant,Male,97.92,32.0
1004,45696,43,School of Rock,6.7,1414,2003,Oct,Friday,Richard Linklater,Male,131.28,35.0
1005,45697,16,Mortal Kombat,5.4,442,1995,Aug,Friday,Paul W.S. Anderson,Male,122.2,18.0
1006,45699,40,The Descendants,6.7,934,2011,Sep,Friday,Alexander Payne,,177.24,20.0
1007,45704,2,Why Did I Get Married Too?,6.1,29,2010,Apr,Friday,Tyler Perry,Male,60.07,20.0
1008,45705,47,Edward Scissorhands,7.5,3601,1990,Dec,Wednesday,Tim Burton,Male,53.0,20.0
1009,45707,7,Madea's Witness Protection,5.9,52,2012,Jun,Friday,Tyler Perry,Male,0.0,0.0
1010,45710,10,Date Movie,3.6,222,2006,Feb,Friday,Jason Friedberg,Male,48.55,20.0
1011,45717,29,Orphan,6.7,1261,2009,Jul,Friday,Jaume Collet-Serra,Male,41.6,20.0
1012,45719,6,Epic Movie,3.2,326,2007,Jan,Thursday,Jason Friedberg,Male,86.87,20.0
1013,45725,11,Man of the Year,5.8,129,2006,Oct,Monday,Barry Levinson,Male,41.24,20.0
1014,45729,17,Vampires Suck,4.2,315,2010,Aug,Wednesday,Jason Friedberg,Male,80.55,20.0
1015,45730,25,Babel,6.9,1055,2006,Sep,Friday,Alejandro González Iñárritu,Male,135.33,25.0
1016,45731,20,This Is Where I Leave You,6.5,505,2014,Sep,Wednesday,Shawn Levy,Male,41.3,19.8
1017,45736,36,Scary Movie 5,4.6,793,2013,Apr,Thursday,Malcolm D. Lee,Male,78.38,20.0
1018,45738,30,Milk,7.1,612,2008,Nov,Wednesday,Gus Van Sant,Male,54.59,20.0
1019,45739,16,Risen,5.7,295,2016,Feb,Friday,Kevin Reynolds,,46.07,20.0
1020,45744,14,The Debt,6.3,257,2010,Apr,Sunday,John Madden,,45.64,20.0
1021,45745,23,High Fidelity,7.0,628,2000,Mar,Friday,Stephen Frears,,47.13,30.0
1022,45748,30,The Bank Job,6.6,697,2008,Feb,Thursday,Roger Donaldson,Male,64.82,20.0
1023,45750,19,You Again,6.0,368,2010,Sep,Friday,Andy Fickman,Male,32.01,20.0
1024,45751,18,Street Kings,6.3,363,2008,Apr,Thursday,David Ayer,,65.57,20.0
1025,45760,15,The Covenant,5.2,288,2006,Sep,Friday,Renny Harlin,Male,37.6,20.0
1026,45762,4,Shorts,5.1,44,2009,Aug,Friday,Robert Rodriguez,,28.97,40.0
1027,45763,12,To Die For,6.7,175,1995,May,Saturday,Gus Van Sant,Male,21.28,20.0
1028,45766,17,Vampires,5.8,255,1998,Apr,Wednesday,John Carpenter,Male,0.0,20.0
1029,45770,7,Georgia Rule,5.6,130,2007,May,Friday,Garry Marshall,Male,0.0,20.0
1030,45772,14,Ladyhawke,6.8,260,1985,Mar,Wednesday,Richard Donner,Male,18.43,20.0
1031,45776,8,School for Scoundrels,5.6,111,2006,Sep,Friday,Todd Phillips,Male,17.81,20.0
1032,45778,64,From Dusk Till Dawn,6.9,1603,1996,Jan,Friday,Robert Rodriguez,,25.84,19.0
1033,45783,10,The Kite Runner,7.3,394,2007,Oct,Sunday,Marc Forster,Male,73.28,20.0
1034,45784,32,21 Grams,7.2,918,2003,Sep,Saturday,Alejandro González Iñárritu,Male,60.43,20.0
1035,45788,10,Capitalism: A Love Story,7.0,167,2009,Sep,Sunday,Michael Moore,Male,17.44,20.0
1036,45791,16,Disaster Movie,3.0,240,2008,Aug,Friday,Jason Friedberg,Male,14.11,25.0
1037,45796,9,Envy,4.8,139,2004,Apr,Friday,Barry Levinson,Male,0.0,40.0
1038,45798,7,Bullets Over Broadway,7.0,130,1994,Oct,Friday,Woody Allen,Male,0.0,0.0
1039,45800,5,The Quiet American,6.4,81,2002,Nov,Friday,Phillip Noyce,Male,27.67,30.0
1040,45801,14,The Weather Man,6.0,289,2005,Oct,Thursday,Gore Verbinski,Male,12.48,20.0
1041,45803,17,Ghost Town,6.4,286,2008,Sep,Friday,David Koepp,Male,0.0,0.0
1042,45804,15,12 Rounds,5.7,220,2009,Mar,Thursday,Renny Harlin,Male,17.28,20.0
1043,45808,2,Mrs Henderson Presents,6.4,62,2005,Sep,Friday,Stephen Frears,,0.0,0.0
1044,45810,11,Deconstructing Harry,7.3,187,1997,Aug,Tuesday,Woody Allen,Male,10.69,20.0
1045,45813,9,We're No Angels,5.6,105,1989,Dec,Friday,Neil Jordan,,0.0,20.0
1046,45814,12,Everyone Says I Love You,6.5,147,1996,Dec,Friday,Woody Allen,Male,0.0,20.0
1047,45815,12,Death Sentence,6.5,297,2007,Aug,Friday,James Wan,Male,16.97,20.0
1048,45816,15,Everybody's Fine,6.5,284,2009,Dec,Friday,Kirk Jones,,0.0,21.0
1049,45818,6,The Man,5.4,133,2005,Sep,Thursday,Les Mayfield,,12.38,0.0
1050,45819,9,Code Name: The Cleaner,4.7,78,2007,Jan,Friday,Les Mayfield,,10.34,20.0
1051,45822,45,Inherent Vice,6.5,833,2014,Dec,Thursday,Paul Thomas Anderson,Male,11.11,20.0
1052,45825,2,An American Carol,4.1,20,2008,Oct,Friday,David Zucker,Male,7.0,20.0
1053,45826,29,Machete Kills,5.3,631,2013,Sep,Thursday,Robert Rodriguez,,15.01,12.0
